sensor_id;sensor_type;location;lat;lon;timestamp;pressure;altitude;pressure_sealevel;temperature;humidity
113;BME280;45999;48.808;9.182;2025-01-01T11:18:07;98633.91;;;3.73;100.00
113;BME280;45999;48.808;9.182;2025-01-01T11:20:37;98621.44;;;3.91;100.00
113;BME280;45999;48.808;9.182;2025-01-01T11:23:02;98614.69;;;3.89;100.00
113;BME280;45999;48.808;9.182;2025-01-01T11:25:33;98614.22;;;4.09;100.00
113;BME280;45999;48.808;9.182;2025-01-01T11:27:59;98613.22;;;4.10;100.00
113;BME280;45999;48.808;9.182;2025-01-01T11:30:29;98600.22;;;4.01;100.00
113;BME280;45999;48.808;9.182;2025-01-01T11:32:55;98588.38;;;4.21;100.00
113;BME280;45999;48.808;9.182;2025-01-01T11:35:24;98586.91;;;4.10;100.00
113;BME280;45999;48.808;9.182;2025-01-01T11:37:50;98570.75;;;4.21;100.00
113;BME280;45999;48.808;9.182;2025-01-01T11:40:20;98571.75;;;4.28;100.00
113;BME280;45999;48.808;9.182;2025-01-01T11:42:45;98569.97;;;4.29;100.00
113;BME280;45999;48.808;9.182;2025-01-01T11:45:15;98559.53;;;4.51;100.00
113;BME280;45999;48.808;9.182;2025-01-01T11:47:41;98550.69;;;4.36;100.00
113;BME280;45999;48.808;9.182;2025-01-01T11:50:12;98552.50;;;4.36;100.00
113;BME280;45999;48.808;9.182;2025-01-01T11:52:38;98538.47;;;4.43;100.00
113;BME280;45999;48.808;9.182;2025-01-01T11:55:07;98528.94;;;4.50;100.00
113;BME280;45999;48.808;9.182;2025-01-01T11:57:33;98538.84;;;4.40;100.00
113;BME280;45999;48.808;9.182;2025-01-01T12:00:07;98539.22;;;4.68;100.00
113;BME280;45999;48.808;9.182;2025-01-01T12:02:33;98532.16;;;4.68;100.00
113;BME280;45999;48.808;9.182;2025-01-01T12:05:03;98524.44;;;4.59;100.00
113;BME280;45999;48.808;9.182;2025-01-01T12:07:29;98519.72;;;4.54;100.00
113;BME280;45999;48.808;9.182;2025-01-01T12:09:58;98523.13;;;4.63;100.00
113;BME280;45999;48.808;9.182;2025-01-01T12:12:24;98517.56;;;4.58;100.00
113;BME280;45999;48.808;9.182;2025-01-01T12:14:54;98510.50;;;4.50;100.00
113;BME280;45999;48.808;9.182;2025-01-01T12:17:21;98511.84;;;4.46;100.00
113;BME280;45999;48.808;9.182;2025-01-01T12:19:51;98498.50;;;4.48;100.00
113;BME280;45999;48.808;9.182;2025-01-01T12:22:17;98505.22;;;4.58;100.00
113;BME280;45999;48.808;9.182;2025-01-01T12:24:47;98503.09;;;4.46;100.00
113;BME280;45999;48.808;9.182;2025-01-01T12:27:13;98498.44;;;4.64;100.00
113;BME280;45999;48.808;9.182;2025-01-01T12:29:43;98504.72;;;4.55;100.00
113;BME280;45999;48.808;9.182;2025-01-01T12:32:10;98496.19;;;4.45;100.00
